,Airline,Source,Destination,Route,Total_Stops,Additional_Info,Price,day,month,dep_hr,dep_min,arr_hr,arr_min,duration
9228,Air India,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,2 stops,No info,13243,5,12,10,0,1,20,0 days 15:20:00
9229,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,6478,6,12,6,0,8,45,0 days 02:45:00
9230,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,15764,3,6,23,5,4,25,0 days 05:20:00
9231,Air India,Kolkata,Banglore,CCU ? BBI ? HYD ? BLR,2 stops,No info,4647,4,3,9,10,4,40,0 days 19:30:00
9232,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,8016,6,3,19,50,22,50,0 days 03:00:00
9233,Air India,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4145,6,12,20,45,23,20,0 days 02:35:00
9234,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8055,27,3,7,30,21,0,0 days 13:30:00
9235,Air India,Delhi,Cochin,DEL ? HYD ? BOM ? COK,2 stops,No info,12409,18,5,17,15,19,15,1 days 02:00:00
9236,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,6038,24,3,9,35,12,20,0 days 02:45:00
9237,Air Asia,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4107,21,5,22,50,1,20,0 days 02:30:00
9238,Air India,Delhi,Cochin,DEL ? BHO ? BOM ? COK,2 stops,No info,11911,21,5,5,55,7,40,1 days 01:45:00
9239,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,25735,3,1,22,50,23,0,1 days 00:10:00
9240,Air India,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,2 stops,No info,11458,6,6,9,25,1,20,0 days 15:55:00
9241,Air Asia,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,6152,24,4,16,45,22,25,0 days 05:40:00
9242,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,6,9,21,10,23,35,1 days 02:25:00
9243,Vistara,Chennai,Kolkata,MAA ? CCU,non-stop,No info,11982,24,5,17,45,20,5,0 days 02:20:00
9244,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13941,5,9,6,30,16,20,0 days 09:50:00
9245,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,6938,27,3,14,20,22,20,0 days 08:00:00
9246,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,15339,27,6,13,25,19,0,1 days 05:35:00
9247,Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,2 stops,No info,20064,3,3,5,25,18,50,1 days 13:25:00
9248,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,1 stop,In-flight meal not included,6093,15,6,14,55,22,30,0 days 07:35:00
9249,Multiple carriers Premium economy,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,10885,21,3,19,0,1,35,0 days 06:35:00
9250,Air India,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,8907,6,1,13,30,23,0,0 days 09:30:00
9251,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,9663,5,6,6,30,20,45,0 days 14:15:00
9252,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,7160,27,4,5,5,12,10,0 days 07:05:00
9253,Multiple carriers Premium economy,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,11269,21,3,7,30,15,30,0 days 08:00:00
9254,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,5678,4,1,19,35,21,5,0 days 01:30:00
9255,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,5678,27,5,2,55,4,20,0 days 01:25:00
9256,Air India,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,8907,6,6,9,45,23,0,0 days 13:15:00
9257,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,In-flight meal not included,3210,27,6,2,55,4,20,0 days 01:25:00
9258,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,6961,15,5,6,10,8,55,0 days 02:45:00
9259,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,14815,3,6,14,5,8,15,0 days 18:10:00
9260,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,11467,5,6,20,25,22,5,1 days 01:40:00
9261,Jet Airways,Delhi,Cochin,DEL ? NAG ? BOM ? COK,2 stops,In-flight meal not included,10919,15,6,14,35,12,35,0 days 22:00:00
9262,GoAir,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,9069,6,3,14,25,19,35,0 days 05:10:00
9263,SpiceJet,Kolkata,Banglore,CCU ? MAA ? BLR,1 stop,No info,4649,5,1,15,5,20,20,0 days 05:15:00
9264,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4823,6,3,18,25,21,20,0 days 02:55:00
9265,Air India,Kolkata,Banglore,CCU ? MAA ? BLR,1 stop,No info,6528,21,5,14,35,14,35,1 days 00:00:00
9266,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,22270,3,6,5,45,12,25,0 days 06:40:00
9267,Jet Airways,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,2 stops,In-flight meal not included,15654,3,9,10,45,4,25,0 days 17:40:00
9268,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,7770,4,1,20,20,22,55,1 days 02:35:00
9269,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,5,3,4,40,7,15,0 days 02:35:00
9270,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,In-flight meal not included,10368,15,6,19,30,12,35,0 days 17:05:00
9271,IndiGo,Delhi,Cochin,DEL ? COK,non-stop,No info,7673,3,3,21,5,0,20,0 days 03:15:00
9272,IndiGo,Delhi,Cochin,DEL ? COK,non-stop,No info,6015,21,4,5,35,8,50,0 days 03:15:00
9273,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,24,4,11,30,14,5,0 days 02:35:00
9274,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13941,15,5,20,0,8,15,0 days 12:15:00
9275,Air Asia,Kolkata,Banglore,CCU ? BBI ? BLR,1 stop,No info,5162,5,9,19,55,23,30,0 days 03:35:00
9276,Air India,Banglore,New Delhi,BLR ? CCU ? DEL,1 stop,No info,10657,3,9,11,5,22,45,0 days 11:40:00
9277,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14781,5,9,16,30,23,35,0 days 07:05:00
9278,IndiGo,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,2754,4,3,19,5,20,35,0 days 01:30:00
9279,Air India,Banglore,New Delhi,BLR ? HYD ? VGA ? DEL,2 stops,No info,11474,3,12,6,50,22,55,0 days 16:05:00
9280,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,7757,18,5,18,55,8,15,0 days 13:20:00
9281,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,In-flight meal not included,2228,4,3,2,55,4,20,0 days 01:25:00
9282,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,In-flight meal not included,10405,15,3,8,0,8,15,1 days 00:15:00
9283,GoAir,Banglore,Delhi,BLR ? DEL,non-stop,No info,3419,27,6,7,45,10,40,0 days 02:55:00
9284,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,9,17,30,12,35,0 days 19:05:00
9285,Air India,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,3100,6,9,13,55,15,25,0 days 01:30:00
9286,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,11848,3,9,2,15,4,25,1 days 02:10:00
9287,Air India,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,5683,4,9,20,30,8,15,0 days 11:45:00
9288,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,9663,5,9,8,25,12,0,1 days 03:35:00
9289,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,4544,24,4,19,50,22,50,0 days 03:00:00
9290,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,In-flight meal not included,4050,27,5,2,55,4,20,0 days 01:25:00
9291,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,9187,5,9,20,20,9,5,0 days 12:45:00
9292,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,8452,4,1,20,20,20,20,1 days 00:00:00
9293,Air India,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,2 stops,No info,11668,18,5,9,25,1,20,0 days 15:55:00
9294,Air India,Delhi,Cochin,DEL ? CCU ? BOM ? COK,2 stops,No info,13381,6,9,14,25,19,15,1 days 04:50:00
9295,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8073,18,5,7,0,21,0,0 days 14:00:00
9296,Air Asia,Kolkata,Banglore,CCU ? BLR,non-stop,No info,5620,3,1,10,20,12,55,0 days 02:35:00
9297,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,12739,6,12,14,5,4,40,0 days 14:35:00
9298,Air Asia,Kolkata,Banglore,CCU ? BLR,non-stop,No info,5989,5,3,19,55,22,25,0 days 02:30:00
9299,Air India,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,8891,21,5,9,25,7,55,0 days 22:30:00
9300,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,4544,27,4,19,50,22,50,0 days 03:00:00
9301,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,6,16,0,19,0,1 days 03:00:00
9302,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,9345,21,5,17,0,20,20,1 days 03:20:00
9303,Vistara,Banglore,New Delhi,BLR ? DEL,non-stop,No info,21730,3,1,19,40,22,20,0 days 02:40:00
9304,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,6838,15,6,9,15,21,0,0 days 11:45:00
9305,Air India,Mumbai,Hyderabad,BOM ? DEL ? HYD,1 stop,No info,10943,3,12,21,0,19,25,0 days 22:25:00
9306,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3943,18,6,4,0,6,50,0 days 02:50:00
9307,SpiceJet,Banglore,Delhi,BLR ? DEL,non-stop,No check-in baggage included,3573,18,6,5,55,8,35,0 days 02:40:00
9308,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No check-in baggage included,3841,15,5,9,0,11,25,0 days 02:25:00
9309,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,9646,21,5,9,45,18,10,0 days 08:25:00
9310,Air India,Delhi,Cochin,DEL ? COK,non-stop,No info,4729,18,3,18,5,21,10,0 days 03:05:00
9311,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,17261,3,6,22,50,9,30,0 days 10:40:00
9312,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13941,5,1,14,5,10,5,0 days 20:00:00
9313,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,21,5,21,10,12,0,0 days 14:50:00
9314,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14231,24,3,18,55,16,20,0 days 21:25:00
9315,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14714,6,12,13,0,19,0,0 days 06:00:00
9316,SpiceJet,Delhi,Cochin,DEL ? PNQ ? COK,1 stop,No info,6460,21,3,8,45,13,15,0 days 04:30:00
9317,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,11467,5,1,20,25,23,35,1 days 03:10:00
9318,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3943,5,3,0,30,3,25,0 days 02:55:00
9319,IndiGo,Kolkata,Banglore,CCU ? HYD ? BLR,1 stop,No info,4775,15,4,15,15,20,5,0 days 04:50:00
9320,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No check-in baggage included,3841,4,6,9,0,11,25,0 days 02:25:00
9321,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,12284,18,3,11,40,7,40,0 days 20:00:00
9322,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,6,9,17,15,19,50,0 days 02:35:00
9323,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,12819,24,6,13,25,12,35,0 days 23:10:00
9324,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14714,6,3,18,15,4,25,0 days 10:10:00
9325,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,8040,27,5,10,20,11,50,0 days 01:30:00
9326,Multiple carriers,Delhi,Cochin,DEL ? IDR ? BOM ? COK,2 stops,No info,16840,15,5,15,5,1,30,0 days 10:25:00
9327,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,15554,5,6,22,50,4,25,0 days 05:35:00
9328,GoAir,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,5752,15,4,10,35,19,35,0 days 09:00:00
9329,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,8452,5,9,17,0,10,45,0 days 17:45:00
9330,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,11761,27,5,8,0,19,15,0 days 11:15:00
9331,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14848,27,6,13,0,19,15,0 days 06:15:00
9332,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,In-flight meal not included,10368,6,3,5,30,19,0,0 days 13:30:00
9333,Air India,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,9863,18,5,16,40,19,15,1 days 02:35:00
9334,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,27,6,10,0,19,0,0 days 09:00:00
9335,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,4668,6,6,7,0,9,40,0 days 02:40:00
9336,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,9103,15,5,11,25,19,0,0 days 07:35:00
9337,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,12,21,50,12,35,0 days 14:45:00
9338,GoAir,Delhi,Cochin,DEL ? AMD ? COK,1 stop,No info,4525,27,6,7,25,13,35,0 days 06:10:00
9339,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,5228,27,4,10,0,12,45,0 days 02:45:00
9340,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,19225,3,6,21,25,5,5,0 days 07:40:00
9341,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,8040,5,9,10,20,11,50,0 days 01:30:00
9342,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,7438,21,3,14,0,4,25,0 days 14:25:00
9343,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13135,3,6,4,0,15,30,0 days 11:30:00
9344,IndiGo,Delhi,Cochin,DEL ? COK,non-stop,No info,6015,5,9,14,25,17,40,0 days 03:15:00
9345,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8283,18,5,17,0,1,30,0 days 08:30:00
9346,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No check-in baggage included,3543,6,9,8,20,10,35,0 days 02:15:00
9347,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4148,27,3,10,10,12,55,0 days 02:45:00
9348,GoAir,Banglore,New Delhi,BLR ? GOI ? DEL,1 stop,No info,7657,15,3,15,45,20,15,0 days 04:30:00
9349,IndiGo,Kolkata,Banglore,CCU ? BBI ? BLR,1 stop,No info,5276,5,12,19,35,23,15,0 days 03:40:00
9350,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,14151,15,5,9,35,23,35,0 days 14:00:00
9351,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,8040,21,6,10,20,11,50,0 days 01:30:00
9352,IndiGo,Delhi,Cochin,DEL ? HYD ? MAA ? COK,2 stops,No info,8378,3,9,11,55,21,20,0 days 09:25:00
9353,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No check-in baggage included,3543,6,9,9,45,12,0,0 days 02:15:00
9354,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4823,6,12,18,55,21,50,0 days 02:55:00
9355,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14388,15,5,18,55,8,15,0 days 13:20:00
9356,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No check-in baggage included,3543,6,9,17,45,20,5,0 days 02:20:00
9357,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,5,12,14,5,20,45,0 days 06:40:00
9358,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,6,9,6,30,18,15,0 days 11:45:00
9359,SpiceJet,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,4957,6,12,17,55,22,50,0 days 04:55:00
9360,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,6442,15,5,7,35,16,10,0 days 08:35:00
9361,Air India,Delhi,Cochin,DEL ? MAA ? COK,1 stop,No info,7480,15,5,17,20,9,25,0 days 16:05:00
9362,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,5073,4,1,20,25,1,30,0 days 05:05:00
9363,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14781,5,9,16,30,22,35,0 days 06:05:00
9364,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,9646,6,3,9,45,16,10,0 days 06:25:00
9365,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,7851,4,1,6,30,16,20,0 days 09:50:00
9366,SpiceJet,Mumbai,Hyderabad,BOM ? HYD,non-stop,No check-in baggage included,2175,24,3,5,45,7,5,0 days 01:20:00
9367,Air India,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,2 stops,No info,14424,5,9,10,0,5,25,0 days 19:25:00
9368,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,No info,13014,6,12,9,40,19,0,0 days 09:20:00
9369,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,5177,4,6,2,15,19,0,0 days 16:45:00
9370,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,15135,3,3,10,45,18,50,0 days 08:05:00
9371,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,5228,21,6,21,5,23,55,0 days 02:50:00
9372,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,22270,3,1,11,40,5,5,0 days 17:25:00
9373,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No check-in baggage included,3543,15,6,9,45,12,0,0 days 02:15:00
9374,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,15129,18,5,23,5,19,0,0 days 19:55:00
9375,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,6093,15,6,6,40,21,0,0 days 14:20:00
9376,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,In-flight meal not included,11087,18,3,14,5,20,20,0 days 06:15:00
9377,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7408,27,6,9,0,21,0,0 days 12:00:00
9378,IndiGo,Kolkata,Banglore,CCU ? PNQ ? BLR,1 stop,No info,6534,24,5,21,0,2,15,0 days 05:15:00
9379,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,In-flight meal not included,13029,18,5,5,30,4,25,0 days 22:55:00
9380,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,8016,18,6,7,10,10,10,0 days 03:00:00
9381,Air India,Mumbai,Hyderabad,BOM ? MAA ? HYD,1 stop,No info,8528,3,12,5,55,19,10,0 days 13:15:00
9382,Air India,Delhi,Cochin,DEL ? HYD ? BOM ? COK,2 stops,No info,12760,6,6,17,15,19,15,1 days 02:00:00
9383,Air India,Delhi,Cochin,DEL ? HYD ? BOM ? COK,2 stops,No info,12199,6,9,17,15,19,15,1 days 02:00:00
9384,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14067,21,5,10,0,1,30,0 days 15:30:00
9385,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,8016,15,6,17,45,20,45,0 days 03:00:00
9386,Air India,Kolkata,Banglore,CCU ? BLR,non-stop,No info,5510,5,3,14,15,16,45,0 days 02:30:00
9387,Air India,Kolkata,Banglore,CCU ? MAA ? BLR,1 stop,No info,6241,24,3,14,35,14,35,1 days 00:00:00
9388,Air India,Delhi,Cochin,DEL ? MAA ? COK,1 stop,No info,16142,3,3,12,30,9,25,0 days 20:55:00
9389,Jet Airways,Delhi,Cochin,DEL ? NAG ? BOM ? COK,2 stops,In-flight meal not included,10919,27,6,14,35,12,35,0 days 22:00:00
9390,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,21,4,21,25,0,5,0 days 02:40:00
9391,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,6979,15,5,11,25,21,0,0 days 09:35:00
9392,Air India,Delhi,Cochin,DEL ? COK,non-stop,No info,6094,18,4,14,10,17,10,0 days 03:00:00
9393,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,5176,4,1,17,0,19,45,0 days 02:45:00
9394,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,15136,3,6,13,0,21,0,0 days 08:00:00
9395,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10031,24,3,8,25,23,25,0 days 15:00:00
9396,Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,2 stops,No info,12814,21,3,5,25,18,50,1 days 13:25:00
9397,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,12681,4,1,6,30,19,50,0 days 13:20:00
9398,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,12402,21,3,7,0,18,50,0 days 11:50:00
9399,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13759,24,3,8,25,18,10,0 days 09:45:00
9400,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No info,3597,18,6,17,45,20,5,0 days 02:20:00
9401,Air Asia,Banglore,Delhi,BLR ? DEL,non-stop,No info,3383,21,5,23,55,2,45,0 days 02:50:00
9402,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,4668,5,9,9,45,12,35,0 days 02:50:00
9403,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,10929,21,3,19,10,4,25,1 days 09:15:00
9404,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,9187,4,1,17,0,10,45,0 days 17:45:00
9405,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7530,6,3,11,40,1,30,0 days 13:50:00
9406,Air India,Kolkata,Banglore,CCU ? BBI ? BLR,1 stop,No info,8026,24,3,9,10,13,40,0 days 04:30:00
9407,SpiceJet,Banglore,Delhi,BLR ? DEL,non-stop,No check-in baggage included,4319,4,9,9,30,12,20,0 days 02:50:00
9408,Jet Airways,Delhi,Cochin,DEL ? NAG ? BOM ? COK,2 stops,No info,13376,24,6,14,35,4,25,0 days 13:50:00
9409,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4174,5,6,9,0,11,25,0 days 02:25:00
9410,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,4668,27,5,7,0,9,40,0 days 02:40:00
9411,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13062,21,3,7,5,21,0,0 days 13:55:00
9412,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,12898,27,5,19,15,4,25,0 days 09:10:00
9413,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14714,6,6,15,0,4,25,0 days 13:25:00
9414,Air India,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,2 stops,No info,10991,5,9,5,50,20,25,0 days 14:35:00
9415,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,4030,5,1,11,10,14,5,0 days 02:55:00
9416,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,In-flight meal not included,13029,21,5,9,40,4,25,0 days 18:45:00
9417,Vistara,Banglore,New Delhi,BLR ? AMD ? DEL,1 stop,No info,6800,15,3,6,40,12,35,0 days 05:55:00
9418,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,In-flight meal not included,11087,3,9,7,0,9,30,1 days 02:30:00
9419,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,9794,18,5,10,20,19,0,0 days 08:40:00
9420,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14388,5,6,21,10,9,20,0 days 12:10:00
9421,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4148,3,12,21,25,0,5,0 days 02:40:00
9422,Air India,Delhi,Cochin,DEL ? BHO ? BOM ? COK,2 stops,No info,17266,3,3,20,0,19,15,0 days 23:15:00
9423,Air India,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,7893,4,1,20,30,8,55,0 days 12:25:00
9424,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,7229,5,9,19,50,22,50,0 days 03:00:00
9425,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,9930,21,5,7,5,21,0,0 days 13:55:00
9426,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,18286,3,3,11,30,1,35,0 days 14:05:00
9427,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,7229,27,6,19,50,22,50,0 days 03:00:00
9428,Vistara,Delhi,Cochin,DEL ? COK,non-stop,No info,6216,24,6,6,0,9,10,0 days 03:10:00
9429,Air Asia,Banglore,Delhi,BLR ? DEL,non-stop,No info,4282,6,6,4,55,7,45,0 days 02:50:00
9430,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,5054,27,5,7,35,12,10,0 days 04:35:00
9431,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,6,7,5,19,0,0 days 11:55:00
9432,Air Asia,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,11410,6,6,16,45,22,25,0 days 05:40:00
9433,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14571,24,5,6,30,18,15,0 days 11:45:00
9434,GoAir,Delhi,Cochin,DEL ? AMD ? COK,1 stop,No info,4692,24,6,7,25,13,35,0 days 06:10:00
